ID,M,N,K,TCC_HIT_RATE,time_ns,TCC_EA0_RDREQ,EA0_RDREQ_LEVEL
262,14080,130816,4096,0.39702833979462243,26779324.5,567156261.5,201658782163.0
263,14080,131072,4096,0.39636961018223965,26785453.0,568806480.0,202802694687.0
264,14336,2048,4096,0.47374871993665985,457878.0,7778203.5,2828090648.0
265,14336,4096,4096,0.6587183539400701,702680.5,9442958.5,5622942755.5
266,14336,4608,4096,0.4950874895411536,958459.0,16705718.0,6156865767.0
267,14336,4864,4096,0.30235841920783424,985819.0,25195729.0,9291344000.0
268,14336,5376,4096,0.318735290802608,1029243.5,27136557.0,10257265363.5
269,14336,7680,4096,0.44656691345875693,1486000.0,30842450.0,10933158215.0
270,14336,7936,4096,0.3569997617919246,1529943.0,37603909.0,14773225908.0
271,14336,8192,4096,0.7524783260544036,1359793.0,12685465.5,7056334782.5
272,14336,8448,4096,0.3775950824326,1718185.0,38625835.0,14301512552.0
273,14336,8704,4096,0.4577539823135912,1711332.0,34168627.0,12308283347.0
274,14336,14080,4096,0.4148309105741918,2756640.5,60140889.0,25545554804.5
275,14336,14336,4096,0.7184107619192328,2534712.0,26134744.0,13086432737.0
276,14336,16128,4096,0.4274423203622572,3137643.0,67247441.0,27339611365.0
277,14336,16384,4096,0.6719267421695185,2853365.5,36007700.5,17644612394.5
278,14336,16640,4096,0.42904368633398193,3158415.5,69164919.0,28098513554.5
279,14336,32512,4096,0.7013107006782446,5996877.5,63747952.0,28796302058.5
280,14336,32768,4096,0.716983931885092,5928981.0,60108848.0,26813355925.0
281,14336,33024,4096,0.7037148692230293,6006668.5,64111324.0,28909150041.5
282,14336,65536,4096,0.7374482813229616,12300937.0,109391821.0,50318358921.0
283,14336,65792,4096,0.7292536282203133,12197503.5,114051467.0,50732718706.0
284,14336,66048,4096,0.700421825854861,12227858.0,129621950.0,57031469693.0
285,14336,128256,4096,0.5322774200239584,25943360.0,426289314.0,149876663768.0
286,14336,130816,4096,0.5515282168776834,26312025.0,414479482.0,152930782417.0
287,14336,131072,4096,0.7048979806209534,24724352.0,253174681.0,113418988302.0
288,16128,2048,4096,0.47694513352538687,466991.5,8683787.5,3150816596.5
289,16128,4096,4096,0.6541235293054293,937627.0,10793509.5,4361361749.0
290,16128,4608,4096,0.5136284020788952,971638.0,18017553.0,6590839556.0
291,16128,4864,4096,0.3069350980010497,1028922.5,28141764.5,11678810036.5
292,16128,5376,4096,0.3186035207493756,1238635.0,30533628.0,11145736746.0
293,16128,7680,4096,0.4661867368879032,1705704.5,33328727.0,12058932487.0
294,16128,7936,4096,0.36571969141497096,1764932.5,41675196.5,15116406276.5
295,16128,8192,4096,0.7584798533586292,1574611.5,13823533.0,7733813625.0
296,16128,8448,4096,0.3754247307855435,1802267.0,43618982.0,18030682626.0
297,16128,8704,4096,0.4644877460126642,1972460.0,37906792.0,13667543581.5
298,16128,14080,4096,0.41867826565067534,3093179.0,67165614.0,27739488470.0
299,16128,14336,4096,0.7190210892540131,2801626.0,29321667.0,14528573819.0
300,16128,16128,4096,0.42489488861013724,3585867.0,76023178.5,32081402037.5
301,16128,16384,4096,0.6680011413040671,3323559.0,41091784.0,20228843945.0
302,16128,16640,4096,0.42435380355644015,3646578.0,78517629.0,32167460739.5
303,16128,32512,4096,0.4209549392674821,7404881.0,154403238.0,58829253845.0
304,16128,32768,4096,0.4246191527681619,7413251.0,154537264.0,58835413706.0
305,16128,33024,4096,0.4214273900797028,7459785.5,156690555.0,59037128114.0
306,16128,65536,4096,0.42258236418306283,15201322.5,310242094.5,114452368167.5
307,16128,65792,4096,0.4220224809733402,15213274.5,311770452.5,114734680813.0
308,16128,66048,4096,0.41923156783028204,15232608.0,314112919.0,114199861358.0
309,16128,128256,4096,0.3975006443019697,30252260.0,636390824.0,225409853088.0
310,16128,130816,4096,0.3981719448833246,30742749.0,648296949.0,228216519248.0
311,16128,131072,4096,0.3987564826982368,30800806.0,648701561.0,230710792780.5
312,16384,2048,4096,0.47676925258002656,468734.0,8825141.0,3211074624.5
313,16384,4096,4096,0.6517922738041975,937426.0,11052741.0,4492919475.0
314,16384,4608,4096,0.46331053722400994,953892.0,20440966.0,8834720681.0
315,16384,4864,4096,0.3084323499156505,1027120.0,28521165.0,12070359702.5
316,16384,5376,4096,0.31113737459387075,1237431.0,31388154.5,11524826374.0
317,16384,7680,4096,0.4650119416494901,1725172.5,33941244.5,12125976015.5
318,16384,7936,4096,0.3629809090841487,1741577.0,42536849.0,18049793693.0
319,16384,8192,4096,0.7518320263766561,1583143.5,14545829.5,8005420579.5
320,16384,8448,4096,0.36574246436414326,1830550.0,45065546.0,18288154969.5
321,16384,8704,4096,0.4679010932175403,1991508.0,38234457.0,13619261320.0
322,16384,14080,4096,0.4164160976890756,3109324.0,68526031.0,27996509957.0
323,16384,14336,4096,0.7173709580412705,2820457.0,30005506.0,14760825296.0
324,16384,16128,4096,0.4241141506420192,3617836.0,77346906.0,31820543506.0
325,16384,16384,4096,0.6612104926296949,3368206.0,42769247.0,20249453862.5
326,16384,16640,4096,0.42787714123268233,3742139.0,79224243.0,31329922767.0
327,16384,32512,4096,0.7125911148634505,7589936.0,69471304.0,24654485803.0
328,16384,32768,4096,0.6506955104303354,7712018.0,88693477.0,31324413571.0
329,16384,33024,4096,0.703618809160636,7098388.0,73041944.0,33745493270.0
330,16384,65536,4096,0.7336437457668533,13851707.0,127317983.0,59790527225.0
331,16384,65792,4096,0.6939019190676914,15499223.0,151827125.0,53061601897.0
332,16384,66048,4096,0.6957145280613747,14152587.0,150428125.5,67708447413.0
333,16384,128256,4096,0.47492003232804364,30039341.0,554970350.0,194348848048.0
334,16384,130816,4096,0.4906238001307639,30665950.0,547099326.0,193119588796.5
335,16384,131072,4096,0.7012925513472915,28396104.0,293702734.0,132177654126.0
336,16640,2048,4096,0.4770512764378169,468654.0,8956339.0,3297460325.0
337,16640,4096,4096,0.6474702455446536,933221.5,11391266.0,5317626896.0
338,16640,4608,4096,0.44792259997626677,974262.0,21424133.5,9053985639.0
339,16640,4864,4096,0.31063110420179874,1234828.0,28866519.0,10655201434.0
340,16640,5376,4096,0.30989281354897774,1247285.5,31941108.5,12000364520.5
341,16640,7680,4096,0.4600158469744713,1728138.0,34830491.0,14035023346.5
342,16640,7936,4096,0.35592227178950453,1782118.0,43725713.5,18114714015.5
343,16640,8192,4096,0.7533418400343814,1579137.0,14657360.0,8182472477.0
344,16640,8448,4096,0.3657916990354114,2013060.0,45765304.0,16562288774.0
345,16640,8704,4096,0.464651247840088,1987622.0,39096764.0,14036787466.0
346,16640,14080,4096,0.41395915728304783,3152166.0,69919805.5,28114003210.0
347,16640,14336,4096,0.7201132009223227,2813445.0,30105983.0,14863996659.0
348,16640,16128,4096,0.42643477885911585,3629712.0,78205206.0,32451432568.0
349,16640,16384,4096,0.6603254621515606,3366122.5,43573161.5,20810124632.0
350,16640,16640,4096,0.42521379217101374,3704644.5,80876143.0,32306537514.5
351,16640,32512,4096,0.4201692038003247,7667673.0,159343064.0,61054728175.0
352,16640,32768,4096,0.4245131744568665,7692986.5,159469378.5,61065189869.0
353,16640,33024,4096,0.421959292507764,7719227.0,161487902.5,60774921368.5
354,16640,65536,4096,0.4240192610001377,15536467.0,319196345.0,117600730537.0
355,16640,65792,4096,0.4229444130287706,15591338.0,321140706.5,117544414385.0
356,16640,66048,4096,0.421648769127028,15810839.0,323142390.5,117703727592.5
357,16640,128256,4096,0.4012841665053994,31088693.0,652038450.0,231496638183.0
358,16640,130816,4096,0.39712078115330374,31736261.5,670161534.5,238200331924.5
359,16640,131072,4096,0.3979452353756119,31808305.0,670455855.0,239257007282.5
